Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
40717929,"An Excellent Mystery (Chronicles of Brother Cadfael, #11)",Ellis Peters,"Peters, Ellis",,"=""""","=""""",5,4.17,MysteriousPress.com/Open Road,Kindle Edition,253,2014,1985,2024/12/10,2024/12/10,"suspense, cozy, fiction, historical-fiction, mystery","suspense (#12), cozy (#9), fiction (#281), historical-fiction (#56), mystery (#52)",read,"Probably my favourite in the series so far, I think it's one of the few in these chronicles without a murder. Masterfully written, the plot twist is actually given away early on, I think deliberately, and yet the story written around it keeps the air of the unknown going, I felt somewhat on the edge of a comfortable seat right until the end. <br/><br/>Although I came for the excellent mystery, I stayed for the prose. The descriptions of an English summer are so rich and imaginative, it felt like I was there and appreciating its beauty and effect on the land and people. Just reading some passages was such a pleasure I went back and read them again. Who knew that just describing some trees, overripe fruit, and fields could be so evocative. <br/><br/>I wonder if this is it, the peak of the series.",,,1,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",3,3.99,Harcourt,Paperback,204,2002,1961,2024/12/09,2024/12/08,"mystery, fiction, science-fiction, suspense","mystery (#51), fiction (#280), science-fiction (#273), suspense (#11)",read,"Bit of a tough read but so unique and creative. It's a  hard sci-fi which explores an actual alien, a truly alien alien, that defies explanation and understanding. The characters are on a planet where it's speculated that the entire ocean is the alien entity but it conforms to none of the expected standards. What even are the standards. <br/><br/>The characters spend quite some time in speculation and philosophy of the very concept, but without any concluding answers. Those passages are almost like an encyclopedia entry and do need patience to get through.",,,1,0
34386617,"The Night Masquerade (Binti, #3)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0765393131""","=""9780765393135""",1,4.00,Tor.com,Paperback,208,2018,2018,2024/12/08,2024/12/07,"confusing, fiction, science-fiction, fantasy, young-adult","confusing (#3), fiction (#279), science-fiction (#271), fantasy (#303), young-adult (#6)",read,"Wow, this was a crash and burn. The series itself started with a pretty well fleshed out character, nothing over the top and nothing too bad, she actually felt and acted mature, and the world building was a delicious layer of mysticism and scifi on top of what seemed realistic, it was very refreshing. <br/><br/>This entry is thoroughly YA, and I mean that in the most derogatory sense. Two love interests for no reason that contributes absolutely zero to the story, check. She's clumsy but somehow supertalented, check. Angry all the time, check. Someone died... but wait they didn't actually. And that happens twice. Oh what's that, she's just gained some new power? No time to dwell on it, she's about to be handed yet another alien power because she is the special one. Towards the end it felt like she had collected pretty much every secret or alien power there was. There were way, way too many new developments stuffed into a short period of time for no good reason. It only felt rushed and muddy and was like something out of a ""YA protag"" checklist.  <br/><br/>In retrospect I would recommend only reading Book 1 and then dropping the series. It's pretty good as a standalone and just imagine the 'rest of the story' yourself. <br/><br/>Of course each book contains one minor world building annoyance that the author seems to insert as an easter egg perhaps. In this one, we are back at a classic scenario: several alien civilizations, interstellar travel, faster than light communication... and then someone goes and quotes distances in miles. Just... no.",,,1,0
30038654,"Home (Binti, #2)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0765393107""","=""9780765393104""",4,4.03,Tor.com,ebook,176,2017,2017,2024/12/07,2024/12/06,"fantasy, fiction, science-fiction","fantasy (#302), fiction (#278), science-fiction (#270)",read,"I feel like the author likes to insert one micro-annoyance in each book. The last one had the use of Fahrenheit which I still haven't gotten over. In this one, they describe a house that has no doors, and shortly afterwards the protagonist is angry and slams her bedroom door. I mean, what are we to believe, that this is some sort of a magic house or something? <br/><br/>That aside, I'm really enjoying this series. Binti is growing a lot, and has returned to her village where she discovers a bit more about herself. The human interactions feel quite natural and straightforward, without the layer of pomp and ceremony around it, so it's an easy read. <br/><br/>",,,1,0
182761345,"The Last Hour Between Worlds (The Echo Archives, #1)",Melissa Caruso,"Caruso, Melissa",,"=""031630347X""","=""9780316303477""",0,3.79,Orbit,Paperback,432,2024,2024,,2024/12/06,to-read,to-read (#249),to-read,,,,0,0
20662430,"Sand (The Sand Chronicles, #1)",Hugh Howey,"Howey, Hugh",,"=""009959515X""","=""9780099595151""",0,3.96,Cornerstone Digital,Paperback,372,2014,2014,2024/01/01,2024/12/06,"fiction, suspense, fantasy, science-fiction","fiction (#277), suspense (#10), fantasy (#301), science-fiction (#269)",read,,,,1,0
36296238,Don't Believe It,Charlie Donlea,"Donlea, Charlie",,"=""149671380X""","=""9781496713803""",2,4.11,Kensington,Hardcover,342,2018,2018,2024/12/05,2024/12/04,"fiction, mystery, suspense","fiction (#276), mystery (#50), suspense (#9)",read,"This was going really well until about halfway, a great mystery gradually told, with important bits being uncovered, I felt like the audience of the real time documentary, it was good masterful suspense. <br/><br/>About halfway through, things start to fall apart after the 'big reveal'. It was pretty clear the ending as well as the circumstances of the main murder hadn't been thought through, the focus of the book was the big reveal with little more beyond it. Several bits of evidence from the initial investigation are simply forgotten in the hopes that readers don't notice it (looking at other reviews, they didn't), but if you do remember those threads then they stuck out badly. <br/><br/>The ""solution"" to this was a poorly rushed ending; when the true killer is discovered, the story takes a poor cop out <spoiler>and kills off the main character</spoiler>, so as to avoid having to think up an actual conclusion to the investigation. It's just rushed through in the hopes that readers aren't actually paying attention. Within the story, several people knew exactly where she was and not a bit of this comes up in the 'trials'? This isn't exactly like the beach murders with nobody around. It insulted whatever lack of intelligence even I have. The whole thing is just strange and felt so hand-wavy.",,,1,0
59523057,"賭ケグルイ双 13 (Kakegurui Twin, #13)",Homura Kawamoto,"Kawamoto, Homura",Kei Saiki,"=""4757581483""","=""9784757581487""",3,4.23,スクウェア・エニックス,Paperback,242,2022,2022,2024/03/11,2024/03/11,to-read,to-read (#248),to-read,,,,1,0
54173005,"賭ケグルイ双 11 (Kakegurui Twin, #11)",Homura Kawamoto,"Kawamoto, Homura",Kei Saiki,"=""475757102X""","=""9784757571020""",3,4.38,スクウェア・エニックス,Paperback,,2021,2021,2024/03/11,2021/03/19,,,read,,,,1,0
61884755,The Water Outlaws,S.L. Huang,"Huang, S.L.",,"=""1250180422""","=""9781250180421""",0,3.79,Tor Books,Hardcover,496,2023,2023,,2024/12/06,to-read,to-read (#247),to-read,,,,0,0
60147395,"City of Last Chances (The Tyrant Philosophers, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1801108420""","=""9781801108423""",3,3.94,Head of Zeus,Hardcover,500,2022,2022,2024/12/03,2023/12/21,"fantasy, fiction","fantasy (#300), fiction (#275)",read,"Very interesting setup and I liked how everything is congregated around this one town which is just packed with different mysteries and going-ons; the Reproach, gods, factions, all kinds of weirdos. <br/><br/>The writing I felt was quite dense so it takes longer to read and it's sometimes easy to miss something happening. But it was overall rewarding. It's definitely a departure from this same author's other stories. <br/><br/>The world building is really good, nothing feels over-the-top, despite all the competing and contrasting things going on, it just feels like a natural fit. The characters are gray and at the same time also fit in to the world. ",,,1,0
203861203,"Stars’ Call (Battleship Chronicles, #1)",L. Eclaire,"Eclaire, L.",,"=""""","=""""",0,4.11,Aethon Books,Kindle Edition,600,2024,,,2024/12/02,to-read,to-read (#245),to-read,,,,0,0
540020,The Day of the Jackal,Frederick Forsyth,"Forsyth, Frederick",,"=""""","=""""",0,4.27,Bantam,Mass Market Paperback,358,1979,1971,,2024/11/30,to-read,to-read (#244),to-read,,,,0,0
19039844,ケンガンアシュラ（１） (裏少年サンデーコミックス) (Japanese Edition),Sandrovich Yabako,"Yabako, Sandrovich",Daromeon,"=""""","=""""",4,4.10,小学館,Kindle Edition,208,2012,2012,2018/11/23,2018/10/20,,,read,,,,1,0
1483546,Obvious Adams: The Story of a Successful Business Man,Robert Rawls Updegraff,"Updegraff, Robert Rawls",,"=""1599869241""","=""9781599869247""",3,4.04,Fq Classics,Paperback,53,2007,1953,2024/11/27,2024/11/27,,,read,,,,1,0
201882,Planet of Exile,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441669514""","=""9780441669516""",0,3.72,Ace Books,Paperback,126,1971,1966,,2024/11/25,to-read,to-read (#243),to-read,,,,0,0
92610,Rocannon’s World,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441732968""","=""9780441732968""",0,3.78,Ace,Mass Market Paperback,258,1966,1966,,2024/11/25,to-read,to-read (#242),to-read,,,,0,0
201889,City of Illusions,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,3.94,Ace Books,Mass Market Paperback,160,1967,1967,,2024/11/25,to-read,to-read (#241),to-read,,,,0,0
61659710,"Villain (Hench, #2)",Natalie Zina Walschots,"Walschots, Natalie Zina",,"=""0063341360""","=""9780063341364""",0,4.09,William Morrow Paperbacks,Paperback,368,2026,2026,,2024/11/24,to-read,to-read (#240),to-read,,,,0,0
372384,"The Final Detail (Myron Bolitar, #6)",Harlan Coben,"Coben, Harlan",,"=""0440225450""","=""9780440225454""",2,4.07,Island,Mass Market Paperback,384,2000,1999,2024/11/23,2024/11/21,"fiction, suspense, mystery","fiction (#270), suspense (#6), mystery (#49)",read,"The mystery itself quite decent, how the mystery presents itself and is slowly solved. <br/><br/>Everything else though, was kind of meh. The characters felt like stereotypes and in some cases outright assholes, some with zero purpose... overall I found them insufferable. But they seem to be regulars in the series, which makes me think that I might not like the rest of the books. What didn't help was the too on-the-nose monologues about whichever certain topic of the day was on the author's mind. All of this combined made for odd pacing and mixed personalities; one minute there's an urgency and action, the next there is a slice of life and humorous exchanges. All of it culminating in the timeless crutch of mysteries: a long set of monologues to explain how all the mysteries tie together. <br/><br/>It just didn't work for me. There was not much in the way of investigating, more of sudden epiphanies and coin drops. There was also too much focus on appearances and boastful prowess or being an alpha male, which made me uncomfortable. ",,,1,0
11202539,The Borders of Infinity,Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",4,4.26,Fictionwise,Kindle Edition,84,2011,1987,2017/08/02,2017/08/02,science-fiction,science-fiction (#179),read,,,,1,0
23013875,Slow Bullets,Alastair Reynolds,"Reynolds, Alastair",,"=""1616961937""","=""9781616961930""",3,3.61,Tachyon Publications,Paperback,192,2015,2015,2024/11/20,2017/04/19,"fiction, fantasy, science-fiction","fiction (#274), fantasy (#299), science-fiction (#268)",read,,,,1,0
51193044,"The Orphans of Raspay (Penric and Desdemona, #7)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",2,4.28,Spectrum Literary Agency,Kindle Edition,127,2019,2019,2024/11/20,2023/12/30,"fiction, travelogue, fantasy","fiction (#273), travelogue (#3), fantasy (#298)",read,,,,1,0
57747930,Never,Ken Follett,"Follett, Ken",,"=""0593300017""","=""9780593300015""",3,4.09,Viking,Hardcover,802,2021,2021,2024/11/16,2024/05/22,"suspense, science-fiction, historical-fiction, fiction","suspense (#8), science-fiction (#267), historical-fiction (#55), fiction (#272)",read,"Excellent geopolitical thriller, showing how a series of small events around the world can escalate rapidly into confrontation. The events felt realistic and well thought through, and relatable for our era, and highlighted well just how much of human history has always been little more than gang warfare behind a veil of diplomacy. <br/><br/>I was completely immersed in it and enjoyed most of it, some parts felt tense and hopeful and dismaying at the same time. The ending felt rushed and abrupt, but I think that might also have been a deliberate choice by the author. It's very tempting to expect some kind of unrealistic Hollywood ending, some last minute twist that's clever so that everyone can go back to normal and carry on meddling with each other, but an ending like this one is its own message. <br/><br/>I say enjoyed most because the interpersonal lives of the characters sucked, as did their dialogue, it was so bad it was getting in the way of the real story, no exaggeration. <br/><br/>At some points I couldn't tell if these people had personalities or parodies. ""WiTh aLL hER heARt SHE BEliEvEd IN freEdom, dEmOCracy aNd JUstIce"". On the other hand I've often heard that authors write characters that are simply a reflection of society and the way we think, so maybe it's us who are the clowns. <br/><br/>From start to finish I simply could not give a shit about any of their relationships or romances or situations, these aspects were a nuisance, the author should have kept them at a dispassionate distance. Use them to carry out the story, that's all.",,,1,0
35601772,"Elysium Fire (Prefect Dreyfus Emergency, #2)",Alastair Reynolds,"Reynolds, Alastair",,"=""0316555665""","=""9780316555661""",3,4.07,Orbit,Kindle Edition,415,2018,2018,2024/11/12,2024/11/07,"fiction, science-fiction, suspense","fiction (#271), science-fiction (#266), suspense (#7)",read,,,,1,0
61237044,"Infinity Gate (Pandominion, #1)",M.R. Carey,"Carey, M.R.",,"=""0316504386""","=""9780316504386""",0,4.15,Orbit,Paperback,499,2023,2023,,2024/11/16,to-read,to-read (#239),to-read,,,,0,0
61124074,"The Malevolent Seven (The Malevolent Seven, #1)",Sebastien de Castell,"Castell, Sebastien de",,"=""1529422779""","=""9781529422771""",0,4.01,Jo Fletcher Books,Hardcover,384,2023,2023,,2024/11/16,to-read,to-read (#238),to-read,,,,0,0
61612864,"The Book That Wouldn’t Burn (The Library Trilogy, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0593437918""","=""9780593437919""",0,3.98,Ace,Hardcover,559,2023,2023,,2024/11/16,to-read,to-read (#237),to-read,,,,0,0
58026008,Hero Killer (히어로 킬러),Kkulbeol,"Kkulbeol, Kkulbeol",,"=""""","=""""",3,4.12,Naver,Unknown Binding,,,,2024/11/06,2024/10/12,"fantasy, science-fiction, mystery","fantasy (#297), science-fiction (#265), mystery (#48)",read,"Excellent artwork, great premise, good storytelling, but one that falters as the series goes on. <br/><br/>The hero killer barely does any killing. <br/><br/>In fact, barely anyone dies here. Even when they appear to have died, they haven't. <br/><br/>Everyone seems to strut about overflowing with confidence in their knowledge and power, and attack on the slightest provocation. It gets boring pretty quickly. <br/><br/>It's the artwork and action scenes doing all the heavy lifting.",,,1,0
202470599,"She Who Knows (She Who Knows, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""075641895X""","=""9780756418953""",3,4.02,DAW,Hardcover,161,2024,2024,2024/11/06,2024/11/06,"science-fiction, fantasy","science-fiction (#264), fantasy (#296)",read,,,,1,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",3,4.17,Crown,Hardcover,329,2019,2019,2024/11/04,2021/07/16,,,read,"Read the <a href=""https://www.goodreads.com/review/show/4117303055"">full review here</a><br/><br/>Interesting premise exploring memories, time travel and making us think about what we perceive as reality. It starts several threads about separate people that are tied together quite well. The first half felt quite 'natural' in its progression.<br/><br/>The second half felt strange to me, there's sudden forced relationship melodrama between two of the characters and it is duller than bricks; I felt no connection or care for it, but it dominated most of the storytelling, all while the author upped the cringe factor as they dodge swat teams and nuclear armageddon.",,,1,0
22320,"Pattern Recognition (Blue Ant, #1)",William Gibson,"Gibson, William",,"=""0425198685""","=""9780425198681""",1,3.88,Berkley Books,Mass Market Paperback,367,2005,2003,2024/05/25,2024/01/08,"fiction, pretentious, rubbish","fiction (#269), pretentious (#3), rubbish (#22)",read,"This reads like ""Ready Player One"" but with pretentious people. <br/><br/>The story is written in a present-kitschy-tense and is absolutely inundated, flooded,  with poorly aged or lost and meaningless brand names, not to mention a desperate attempt at flaunting knowledge about Japanese place names and culture...  <br/><br/>The author has convinced themselves that doing is all very sophisticated, but all they achieve is an anachronistic cringe fest and takes away from any actual story being told.",,,1,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",2,4.47,Harper,Hardcover,560,2022,2022,2024/06/04,2023/06/14,"fiction, historical-fiction","fiction (#268), historical-fiction (#54)",read,"It was a slog, reading through chapter after chapter of Demon down in the dumps in different ways. The initial opening is quite good though, but rapidly loses its magic. There are occasional hints of interesting characters or potential events but nothing really pans out, which arguably could be part of the whole setting and atmosphere. <br/><br/>In the end I didn't feel it had been worth sticking around to finding out how he ends up, it was as unremarkable as the rest of the events. The only thing that keeps it going is the nice writing style, just there isn't much of a story. I did however enjoy poisonwood bible a lot, I'd recommend that.",,,1,0
953268,"The Harper's Quine (Gilbert Cunningham, #1)",Pat McIntosh,"McIntosh, Pat",,"=""0786713496""","=""9780786713493""",2,3.90,Carroll & Graf,Hardcover,300,2004,2004,2024/06/07,2022/10/19,"mystery, historical-fiction, fiction","mystery (#47), historical-fiction (#53), fiction (#267)",read,,,,1,0
63338745,Ascendance of a Bookworm: Part 5 Volume 2,Miya Kazuki,"Kazuki, Miya","You Shiina, Quof","=""1718346441""","=""9781718346444""",2,4.73,J-Novel Club,Kindle Edition,365,2023,2020,2024/06/09,2024/06/07,"light-novel, isekai, fantasy, fiction","light-novel (#7), isekai (#5), fantasy (#295), fiction (#266)",read,"A struggle to read after taking a break of a few years. There are so many characters and retainers and duchies and threads that it's hard to keep track. <br/><br/>The gist of the story was understandable though, some bits just flew by me. <br/><br/>I did however remember my age old complaint about the series: there's not that much about books or bookworm like behaviour. However, the story is in its final (very long) arc so the series might get interesting.",,,1,0
